X,Y,OBJECTID,ADA_ID,SGNL_BtnCount,SGNL_Status,SGNL_OffReviewStatus,SGNL_OffReviewNotes,SGNL_CollectorNotes,SGNL_Analysis,SGNL_Compliant,SGNL_CorridorID,SGNL_WorkArea,SGNL_Location,SGNL_IntID,SGNL_Street1,SGNL_Street2,SGNL_LocInInt,SGNL_SurveyDate,SGNL_Surveyor,SGNL_AddlBtnAdj,SGNL_AddlBtnDist,SGNL_AddlBtnID,SGNL_PedXings,SGNL_ClrXingDir1,SGNL_XingDir1,SGNL_SignPresent1,SGNL_SignPurpose1,SGNL_SignLettering1,SGNL_SignPosition1,SGNL_DistToXWalk1,SGNL_DistToCurb1,SGNL_PARToBtn1,SGNL_PARToXWalk1,SGNL_ClrSpc1,SGNL_ClrSpcParaSlope1,SGNL_ClrSpcPerpSlope1,SGNL_PARParaSlope1,SGNL_FrwrdApproach1,SGNL_FrwrdReach1,SGNL_FrwrdConstrain1,SGNL_FrwrdConstrainWid1,SGNL_FrwrdObs1,SGNL_FrwrdObsDist1,SGNL_ParaApproach1,SGNL_ParaReach1,SGNL_ParaConstrain1,SGNL_ParaConstrainWid1,SGNL_ParaObs1,SGNL_ParaObsDist1,SGNL_BtnHt1,SGNL_BtnPressure1,SGNL_BtnDia1,SGNL_BtnClosedFist1,SGNL_PostLocation,SGNL_BtnAPS1,SGNL_VTArrow1,SGNL_VTArrowPara1,SGNL_VTArrowContrast1,SGNL_PilotLight1,SGNL_IlluminSignal1,SGNL_VerbalMsg1,SGNL_VerbalMsgAudible1,SGNL_BtnLocTone1,SGNL_AudibleRange1,SGNL_ExtendPress1,SGNL_PercussiveTone1,SGNL_ClrXingDir2,SGNL_XingDir2,SGNL_SignPresent2,SGNL_SignPurpose2,SGNL_SignLettering2,SGNL_SignPosition2,SGNL_DistToXWalk2,SGNL_DistToCurb2,SGNL_PARToBtn2,SGNL_PARToXWalk2,SGNL_ClrSpc2,SGNL_ClrSpcParaSlope2,SGNL_ClrSpcPerpSlope2,SGNL_PARParaSlope2,SGNL_FrwrdApproach2,SGNL_FrwrdReach2,SGNL_FrwrdConstrain2,SGNL_FrwrdConstrainWid2,SGNL_FrwrdObs2,SGNL_FrwrdObsDist2,SGNL_ParaApproach2,SGNL_ParaReach2,SGNL_ParaConstrain2,SGNL_ParaConstrainWid2,SGNL_ParaObs2,SGNL_ParaObsDist2,SGNL_BtnHt2,SGNL_BtnPressure2,SGNL_BtnDia2,SGNL_BtnClosedFist2,SGNL_BtnAPS2,SGNL_VTArrow2,SGNL_VTArrowPara2,SGNL_VTArrowContrast2,SGNL_PilotLight2,SGNL_IlluminSignal2,SGNL_VerbalMsg2,SGNL_VerbalMsgAudible2,SGNL_BtnLocTone2,SGNL_AudibleRange2,SGNL_ExtendPress2,SGNL_PercussiveTone2,SGNL_Picture1,SGNL_Picture2,SGNL_Picture3,SGNL_Notes,SGNL_InventoryLink,SGNL_ComplianceLink,SNGL_INT_Signal_ID,AssetID,Remediated,RemediationComments,RemediatedBy,RemediatedDate,ActualCosts,TechnicalInfeasibility,DocumentLink,Comments,Text1,Text2,Num1,Num2,Text3,SGNL_AssetID
1483498.79391906,569203.66723147,529,2E966BB9FC23,Button1,Complete,Valid,,,AnalysisValid,No,UNIVERSITY-CITY-BV-260,1B,,51379,BROADRICK_BV,UNIVERSITY_CITY_BV,N,1/19/2018 13:12,solivella,Yes,488.0,F6D4CAF7B230,,Yes,To SW,Yes,Yes,Yes,Yes,86.0,75.0,Yes,Yes,Yes,1.1,4.5,,Yes,5.0,Yes,48.0,Yes,2.0,Yes,5.0,Yes,48.0,Yes,2.0,34.0,2.0,2.0,Yes,,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/D3E3404E-4621-4B7B-84C7-2E966BB9FC23_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/D3E3404E-4621-4B7B-84C7-2E966BB9FC23_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/D3E3404E-4621-4B7B-84C7-2E966BB9FC23_SGNL_Picture3.jpg,,16F82B19-CBF4-496B-BA77-3EBF05EA23F3,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_2E966BB9FC23.pdf,1615,SG529,,,,,,,,,,,,,,01615_687
1446435.64626072,489521.341688305,530,2EB4751337A1,Button2,Complete,Valid,,,AnalysisValid,No,CARMEL-RD-600,2,,,JOHNSTON_RD,CARMEL_RD,W,7/24/2018 14:19,shoesly,No,N/A,,2,ClearlyMarked,To SE,Yes,Yes,Yes,Yes,0.0,131.0,Yes,Yes,Yes,1.5,1.9,2.4,Yes,8.0,No,60.0,Yes,6.0,Yes,8.0,No,60.0,Yes,6.0,36.0,2.0,2.0,Yes,No,NonAPS,No,No,No,No,No,No,No,No,No,No,No,ClearlyMarked,To NE,Yes,Yes,Yes,Yes,0.0,132.0,Yes,Yes,Yes,1.8,2.0,0.1,Yes,8.0,No,60.0,Yes,6.0,Yes,8.0,No,60.0,Yes,6.0,36.0,2.0,2.0,Yes,NonAPS,No,No,No,No,No,No,No,No,No,No,No,https://gis.charlottenc.gov/static/CDOT/Pictures/DB4C4EF6-549E-44EE-B8CB-2EB4751337A1_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/DB4C4EF6-549E-44EE-B8CB-2EB4751337A1_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/DB4C4EF6-549E-44EE-B8CB-2EB4751337A1_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_2EB4751337A1.pdf,,SG530,,,,,,,,,,,,,,01515_627
1451197.6685608,541721.752707228,531,2EEF0A983CD1,Button0,Complete,Valid,,,AnalysisValid,Yes,E-5TH-ST-040,2,,12618,E_5TH_ST,N_CALDWELL_ST,E,9/25/2019 11:51,tdriggers,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/58E84CE6-30FB-4D94-82C1-2EEF0A983CD1_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/58E84CE6-30FB-4D94-82C1-2EEF0A983CD1_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/58E84CE6-30FB-4D94-82C1-2EEF0A983CD1_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_2EEF0A983CD1.pdf,,SG531,,,,,,,,,,,,,,00077_443
1422713.44862647,545746.140655816,532,2EF671FDB329,Button0,Complete,Valid,,,AnalysisValid,Yes,STAFFORD-DR-030,3,,11313,STAFFORD_DR,WILKINSON_BV,NW,2/21/2018 09:55,solivella,Yes,250.0,50CD7C6E5B23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/1967FB86-8F2F-40BE-853B-2EF671FDB329_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/1967FB86-8F2F-40BE-853B-2EF671FDB329_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/1967FB86-8F2F-40BE-853B-2EF671FDB329_SGNL_Picture3.jpg,,1967FB86-8F2F-40BE-853B-2EF671FDB329,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_2EF671FDB329.pdf,847,SG532,,,,,,,,,,,,,,00847_377
1483439.71464089,543631.618966222,533,2F0A601D09AB,Button1,Complete,Valid,,,AnalysisValid,No,E-W-T-HARRIS-BV-290,1B,,,E_W_T_HARIRS_BV,ROBINSON_CHURCH_RD,W,6/30/2019 07:00,jwtaylor,No,,,1,ClearlyMarked,To NE,Yes,Yes,No,Yes,0.0,80.0,Yes,Yes,Yes,1.0,8.4,0.6,No,,,,,,Yes,10.0,No,,Yes,10.0,36.5,2.0,2.0,Yes,No,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/C5E9EDC2-F255-4D60-B1E2-F51327B63A9_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/C5E9EDC2-F255-4D60-B1E2-F51327B63A9_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/C5E9EDC2-F255-4D60-B1E2-F51327B63A9_SGNL_Picture3.jpg,TEXT HT 5/16,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_2F0A601D09AB.pdf,,SG533,,,,,,,,,,,,,,00247_93
1445782.71908888,536520.330039233,534,2F527451A9E5,Button2,Complete,Valid,,,AnalysisValid,No,EUCLID-AV-110,2,,,EAST_BV,EUCLID_AV,SW,7/13/2018 08:19,shoesly,No,N/A,,2,ClearlyMarked,To SE,Yes,Yes,Yes,Yes,0.0,129.0,Yes,Yes,Yes,2.8,1.4,4.3,Yes,0.0,No,60.0,No,0.0,Yes,0.0,No,60.0,No,0.0,44.0,1.5,2.0,Yes,No,APS,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,ClearlyMarked,To NE,Yes,Yes,Yes,Yes,0.0,174.0,Yes,Yes,Yes,0.3,5.2,0.1,Yes,0.0,No,60.0,No,0.0,Yes,0.0,No,60.0,No,0.0,44.0,1.5,2.0,Yes,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://gis.charlottenc.gov/static/CDOT/Pictures/195450A8-E89F-4659-B038-2F527451A9E5_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/195450A8-E89F-4659-B038-2F527451A9E5_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/195450A8-E89F-4659-B038-2F527451A9E5_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_2F527451A9E5.pdf,,SG534,,,,,,,,,,,,,,00635_129
1447676.1716668,468314.080297142,535,2F656561B266,Button1,Complete,Valid,,,AnalysisValid,No,ARDREY-KELL-RD-099,2,,28381,HAWFIELD_WAY_DR,ARDREY_KELL_RD,E,6/27/2018 07:12,shoesly,No,N/A,,2,ClearlyMarked,To NW,Yes,Yes,Yes,Yes,107.0,111.0,Yes,Yes,Yes,3.3,4.8,0.8,Yes,6.0,No,60.0,Yes,4.0,Yes,6.0,No,60.0,Yes,4.0,37.0,1.5,2.0,Yes,No,NonAPS,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/8976265B-E633-42B0-A766-9F9F5F2196A_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/8976265B-E633-42B0-A766-9F9F5F2196A_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/8976265B-E633-42B0-A766-9F9F5F2196A_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_2F656561B266.pdf,,SG535,,,,,,,,,,,,,,01664_788
1456586.05935881,480684.798993975,536,2F6B0CFB2D96,Button1,Complete,Valid,,,AnalysisValid,No,BALLANTYNE-COMMONS-PY-150,2,,27397,ELM_LN,BALLANTYNE_COMMONS_PY,SE,12/05/2018 09:28,rhergert,Yes,294.0,200EA51E58C2,2,ClearlyMarked,To NW,Yes,Yes,Yes,Yes,35.0,236.0,Yes,Yes,Yes,2.3,0.6,2.8,No,,,,,,Yes,10.0,No,,Yes,4.0,38.0,3.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/4DA0D96F-C434-4A5D-BF6E-2F6B0CFB2D96_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/4DA0D96F-C434-4A5D-BF6E-2F6B0CFB2D96_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/4DA0D96F-C434-4A5D-BF6E-2F6B0CFB2D96_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_2F6B0CFB2D96.pdf,,SG536,,,,,,,,,,,,,,01551_635
1450478.60241364,540570.793394983,537,2FC51AFFA876,Button0,Complete,Valid,,,AnalysisValid,Yes,S-DAVIDSON-ST-020,2,,12958,E_3RD_ST,S_DAVIDSON_ST,E,9/30/2019 10:36,jjackson,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/4FD09966-4BAB-43C5-AD08-2FC51AFFA876_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/4FD09966-4BAB-43C5-AD08-2FC51AFFA876_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/4FD09966-4BAB-43C5-AD08-2FC51AFFA876_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_2FC51AFFA876.pdf,,SG537,,,,,,,,,,,,,,00044_472
1433290.9445318,542105.647608727,538,2FD287EB25B6,Button1,Complete,Valid,,,AnalysisValid,No,WESTERLY-HILLS-DR-050,3,,12505,OLD_STEELE_CREEK_RD,WESTERLY_HILLS_DR,NE,2/20/2018 12:27,solivella,No,N/A,,,Yes,To S,Yes,Yes,Yes,Yes,70.0,220.0,Yes,Yes,Yes,N/A,N/A,,No,95.0,,N/A,No,N/A,,95.0,,48.0,No,N/A,43.0,2.0,2.0,Yes,,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/F49E2F46-CF40-4AEF-9786-2FD287EB25B6_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/F49E2F46-CF40-4AEF-9786-2FD287EB25B6_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/F49E2F46-CF40-4AEF-9786-2FD287EB25B6_SGNL_Picture3.jpg,,F49E2F46-CF40-4AEF-9786-2FD287EB25B6,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_2FD287EB25B6.pdf,843,SG538,,,,,,,,,,,,,,00843_431
1460112.16746405,544586.299471557,539,2FE4CF438C93,Button1,Complete,Valid,,,AnalysisValid,No,PARKWOOD-AV-200,1B,,,PARKWOOD_AV,THE_PLAZA,NW,6/26/2019 07:33,jwtaylor,No,,,1,ClearlyMarked,To S,Yes,Yes,No,Yes,0.0,128.0,Yes,Yes,Yes,1.9,3.6,0.0,Yes,40.0,No,,Yes,5.5,Yes,8.5,No,,Yes,8.5,39.0,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/5D6C3510-73E8-47B3-87E9-2FE4CF438C93_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/5D6C3510-73E8-47B3-87E9-2FE4CF438C93_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/5D6C3510-73E8-47B3-87E9-2FE4CF438C93_SGNL_Picture3.jpg,TEXT HT 7/16,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_2FE4CF438C93.pdf,,SG539,,,,,,,,,,,,,,00233_393
1447838.48991172,522770.041266888,540,2FE6E3084FA6,Button2,Complete,Valid,,,AnalysisValid,No,E-WOODLAWN-RD-264,2,,30402,PARK_RD_SHOPPING_CENTER_DR,PARKTOWNE_VILLAGE_DR,SE,12/06/2018 12:20,rhergert,No,N/A,,2,ClearlyMarked,To NW,Yes,Yes,Yes,Yes,0.0,96.0,Yes,Yes,Yes,3.1,14.7,3.5,No,,No,,,,Yes,5.0,No,,Yes,0.0,34.0,2.0,2.0,Yes,No,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ClearlyMarked,To W,Yes,Yes,Yes,Yes,60.0,96.0,Yes,Yes,Yes,7.6,3.4,5.0,Yes,4.0,No,,Yes,0.0,Yes,4.0,No,,Yes,0.0,34.0,2.0,2.0,Yes,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://gis.charlottenc.gov/static/CDOT/Pictures/2E765396-F582-46D5-B1F9-2FE6E3084FA6_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/2E765396-F582-46D5-B1F9-2FE6E3084FA6_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/2E765396-F582-46D5-B1F9-2FE6E3084FA6_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_2FE6E3084FA6.pdf,,SG540,,,,,,,,,,,,,,00650_658
1460884.80830722,510213.75109081,541,2FF250BABCF3,Button2,Complete,Valid,,,AnalysisValid,No,CARMEL-RD-120,2,,21348,CARMEL_RD,SHARON_VIEW_RD,SW,12/03/2018 13:23,shoesly,No,N/A,,2,ClearlyMarked,To NE,Yes,Yes,Yes,Yes,0.0,86.0,Yes,Yes,Yes,0.4,6.8,2.2,No,,No,,Yes,,Yes,7.0,No,,Yes,1.0,39.0,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,ClearlyMarked,To E,Yes,Yes,Yes,Yes,0.0,85.0,Yes,Yes,Yes,0.1,6.5,1.6,Yes,9.0,No,,Yes,2.0,Yes,7.0,No,,Yes,1.0,40.0,2.0,2.0,Yes,NonAPS,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/DD8B0BC5-4961-4FD6-B606-2FF250BABCF3_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/DD8B0BC5-4961-4FD6-B606-2FF250BABCF3_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/DD8B0BC5-4961-4FD6-B606-2FF250BABCF3_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_2FF250BABCF3.pdf,,SG541,,,,,,,,,,,,,,00517_330
1439781.91809839,544966.492280722,542,302C8560C86F,Button1,Complete,Valid,,,AnalysisValid,No,BERRYHILL-RD-040,4,,11538,FREEDOM_DR,BERRYHILL_RD,S,2/22/2018 12:03,solivella,Yes,268.0,4CE5F7FFD588,,Yes,To NW,Yes,Yes,Yes,Yes,100.0,79.0,Yes,Yes,Yes,3.7,6.5,,No,N/A,,N/A,No,N/A,Yes,24.0,Yes,48.0,No,N/A,52.0,2.0,2.0,Yes,,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/4FDE4453-18A0-48AA-B576-302C8560C86F_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/4FDE4453-18A0-48AA-B576-302C8560C86F_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/4FDE4453-18A0-48AA-B576-302C8560C86F_SGNL_Picture3.jpg,,4FDE4453-18A0-48AA-B576-302C8560C86F,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_302C8560C86F.pdf,849,SG542,,,,,,,,,,,,,,00849_385
1441307.40750147,527704.004496068,543,303830A8E7D0,Button1,Complete,Valid,,,AnalysisValid,No,SCALEYBARK-RD-030,2,,10037382,SCALEYBARK_RD,N/A,S,7/17/2018 13:55,rhergert,No,N/A,,1,ClearlyMarked,To NE,Yes,Yes,No,Yes,19.0,168.0,No,No,No,N/A,N/A,N/A,No,N/A,No,N/A,Yes,4.0,No,N/A,No,N/A,Yes,4.0,35.5,2.0,2.0,Yes,No,APS,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/7F97DC39-7131-4B51-84BE-9DB80ECA646_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/7F97DC39-7131-4B51-84BE-9DB80ECA646_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/7F97DC39-7131-4B51-84BE-9DB80ECA646_SGNL_Picture3.jpg,TEXT HT 5/16,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_303830A8E7D0.pdf,,SG543,,,,,,,,,,,,,,01674_966
1446352.87969397,541427.812350228,544,303ADA2B608B,Button1,Complete,Valid,,,AnalysisValid,No,W-MOREHEAD-ST-232,2,,,S_MINT_ST,W_MOREHEAD_ST,S,1/07/2019 13:11,shoesly,No,N/A,,2,ClearlyMarked,To NE,Yes,Yes,Yes,Yes,0.0,100.0,Yes,Yes,Yes,1.0,5.9,0.1,Yes,6.0,No,,Yes,4.0,Yes,6.0,No,,Yes,2.0,41.0,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/93D2CC59-F4B4-45B4-A0F0-303ADA2B608B_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/93D2CC59-F4B4-45B4-A0F0-303ADA2B608B_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/93D2CC59-F4B4-45B4-A0F0-303ADA2B608B_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_303ADA2B608B.pdf,,SG544,,,,,,,,,,,,,,00002_448
1444684.28427789,501193.322281316,545,306704B8670C,Button2,Complete,Valid,,,AnalysisValid,No,SMITHFIELD-CHURCH-RD-010,2,,,PARK_RD,SMITHFIELD_CHURCH_RD,NE,7/23/2018 12:23,shoesly,No,N/A,,2,ClearlyMarked,To W,Yes,Yes,Yes,Yes,0.0,72.0,Yes,Yes,Yes,6.1,2.0,11.8,Yes,14.0,No,60.0,Yes,12.0,Yes,14.0,No,60.0,Yes,12.0,43.0,1.5,2.0,Yes,No,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ClearlyMarked,To S,Yes,Yes,Yes,Yes,52.0,71.0,Yes,Yes,Yes,6.1,2.0,1.1,Yes,17.0,No,60.0,Yes,15.0,Yes,17.0,No,60.0,Yes,15.0,43.0,1.5,2.0,Yes,APS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://gis.charlottenc.gov/static/CDOT/Pictures/DF36495F-95D4-4E4A-AFCE-306704B8670C_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/DF36495F-95D4-4E4A-AFCE-306704B8670C_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/DF36495F-95D4-4E4A-AFCE-306704B8670C_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_306704B8670C.pdf,,SG545,,,,,,,,,,,,,,00765_321
1450954.72908606,546142.273065642,546,30838BC4B0F5,Button1,Complete,Valid,,,AnalysisValid,No,N-GRAHAM-ST-110,1B,,,N_GRAHAM_ST,NC_MUSIC_FACTORY_BV,NW,10/21/2019 11:00,rraz,No,,,1.0,ClearlyMarked,To E,Yes,Yes,No,No,0.0,66.0,Yes,Yes,Yes,5.0,3.5,3.5,Yes,9.5,No,,Yes,9.5,Yes,9.5,No,,Yes,9.5,42.0,2.0,2.0,Yes,No,NonAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/FD5EF7C1-D130-4BAE-9B08-30838BC4B0F5_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/FD5EF7C1-D130-4BAE-9B08-30838BC4B0F5_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/FD5EF7C1-D130-4BAE-9B08-30838BC4B0F5_SGNL_Picture3.jpg,TX HT 5/16,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_30838BC4B0F5.pdf,,SG546,,,,,,,,,,,,,,00133_370
1476556.00432697,571997.641958475,547,308BB0027CDB,Button0,Complete,Valid,,,AnalysisValid,Yes,MCCULLOUGH-DR-020,1B,,5525,W_W_T_HARRIS_BV,MCCULLOUGH_DR,W,1/19/2018 08:15,solivella,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/C6CA3002-73CD-4974-BAA8-308BB0027CDB_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/C6CA3002-73CD-4974-BAA8-308BB0027CDB_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/C6CA3002-73CD-4974-BAA8-308BB0027CDB_SGNL_Picture3.jpg,,68E5D59C-B13A-486F-9138-CAA7683D23FF,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_308BB0027CDB.pdf,350,SG547,,,,,,,,,,,,,,00350_166
1413986.04350914,523318.380065233,548,30D85FABD995,Button0,Complete,Valid,,,AnalysisValid,Yes,STEELE-CREEK-RD-080,3,,18092,STEELE_CREEK_RD,SHOPTON_RD,W,5/01/2019 07:58,jwtaylor,,199.0,90EFEAAAB863,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gis.charlottenc.gov/static/CDOT/Pictures/61A7ED8F-1959-4D18-8C69-30D85FABD995_SGNL_Picture1.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/61A7ED8F-1959-4D18-8C69-30D85FABD995_SGNL_Picture2.jpg,https://gis.charlottenc.gov/static/CDOT/Pictures/61A7ED8F-1959-4D18-8C69-30D85FABD995_SGNL_Picture3.jpg,,,https://gis.charlottenc.gov/static/CDOT/Reports/Appx%20C%20Pushbutton%20Reports/Signals_30D85FABD995.pdf,,SG548,,,,,,,,,,,,,,00777_596
