OBJECTID,Corridor,Station,ProjectName,ProjectAddress,Status,ProjectType,LandUse,ResidentialUnits,AffordableUnits,HotelRooms,WalkDistance,EstimtatedCost,Completed,Developer,PublicFacing,Notes,ImageURL,OfficeSqFeet,RetailSqFeet,NonResSF,DateCompleted,Parking,SecCorridor,ShapeSTArea,ShapeSTLength
1,BL,NBN,Mac's Speedshop,2511 South Bv,Complete,ADR,RET,0,0,0,0.4,800000,2007,HJF,Yes,,,0,3526,0,,,,18546.2340291904,573.667958443602
2,GL,Phase 1,Randolph Rd Redevelopment,1960 Randolph Rd,Proposed,NEWC,OFF,0,,,,0,0, ,Yes,,,0,0,0,,,,110960.322224992,1489.99629054099
3,BLE,25,Camden NoDa,2625 N Davidson St,Under Construction,NEWC,MIXU,384,0,0,0.32,60000000,0,Camden,Yes,Testing,,0,8220,8220,,627,,180709.623847076,2046.53957964287
4,BLE,36,NODA 40,N. Brevard Street,Complete,NEWC,MTF,40,0,0,0.5,9000000,2020,Gateway Communities,Yes,,,0,0,0,,,,29270.4626693326,1175.77863558984
5,BL,BKV,Ally Charlotte Center,601 S Tryon St,Complete,NEWC,MIXU,0,0,0,0.16,0,2021,Crescent Communities,Yes,,,787753,27439,815192,2021/05/01 00:00:00+00,10000,,128995.134525099,1576.74731757429
6,BL,CAR,Dowd YMCA Expansion,400 E Morehead St,Complete,RENOA,INS,0,0,0,0.16,20000000,2018, ,Yes,,,0,0,51000,,256,,192451.054551211,1735.98378808299
7,BL,SCB,4001 Yancey,4001 Yancey Rd,Complete,ADR,MIXU,0,0,0,0.29,16500000,2019,White Point Partners,Yes,,,46100,27200,62018,2019/01/31 00:00:00+00,205,,219447.805284923,1985.98417259221
8,BL,BKV,615 South College,615 S College St,Complete,NEWC,OFF,0,0,0,0.05,16260600,2017,Portman Holdings,Yes,,,345000,0,345000,,10000,,40067.8428685724,874.775844573595
9,BLE,9,SkyHouse II,600 N Church St,Complete,NEWC,MIXU,336,0,0,0.22,63000000,2017,Novare,Yes,,,0,7100,0,,945,,29128.6344966509,731.988714678963
10,BL,NBN,FMK Architects,123 New Bern St,Complete,ADR,OFF,0,0,0,0.05,600000,2008,FMK,Yes,,,8445,0,8445,,,,29472.8291621074,850.347357590159
11,BL,BLD,1320 S Church,1320 S Church St,Complete,ADR,RET,0,0,0,,0,2016, ,Yes,,,0,5828,0,,26,,12779.6094630216,453.601279878335
12,BL,SCB,Rugby Athletic Center,3722 S Tryon St,Complete,ADR,RET,0,0,0,0.5,1000000,2016, ,Yes,,,0,25000,25000,,,,549442.660819048,3702.66361955767
13,BL,OLDC,Eastway Regional Recreation Center,423 eastway Drive,Complete,NEWC,REC,0,0,0,1,0,2019,Mecklenburg County,Yes,,,0,0,88149,,,,3994691.56453955,11183.440415246
14,BL,BLD,1616 Center,1616 Camden Dr,Complete,NEWC,MIXU,0,0,0,0.18,40000000,2016,Centro Cityworks,Yes,,,67109,14339,81448,2016/08/02 00:00:00+00,216,,40256.1920810086,812.524365834427
15,BL,SCB,4125 Yancey,4125 Yancey Rd,Complete,ADR,RET,0,0,0,0.5,,2017, ,Yes,,,0,17455,17455,,76,,50679.1472700045,952.261124831176
16,GL,CTC,Marriott Springhill Suites,301 E 5th St,Complete,NEWC,HOS,0,0,195,0.13,17500000,2017,"SREE Charlotte Uptown Hotel, LLC",Yes,,,0,0,0,,96,,22400.4745858293,738.193253654984
17,BL,EAWT,The Abbott: Professional Town Homes,1901 Abbott St,Complete,NEWC,TWHM,16,0,0,0.25,4500000,2008,MECA,Yes,,,0,0,0,,,,41194.5936100924,995.41576005204
18,BL,BLD,District Flats,1449 S Church St,Complete,NEWC,MIXU,197,0,0,0.19,28500000,2016,Faison Properties,Yes,,,1800,770,2570,2016/08/02 00:00:00+00,79,,76303.8553164077,1110.49220524824
19,GL,Phase 2 - Central,Ascent Uptown Apartments,225 S Poplar St,Complete,NEWC,MIXU,314,0,0,0.2,62000000,2017,Greystar,Yes,,,0,4428,4428,,391,,26697.4444102717,661.911979199801
20,BL,BLD,Seoul Food Meat Company,1400 S Church St,Complete,ADR,RET,0,0,0,0.35,0,2016, ,Yes,,,0,8156,0,,33,,38152.5140127742,806.382030083558
21,BL,BLD,1440 S Tryon,1440 S Tryon St,Complete,ADR,MIXU,0,0,0,0.1,2800000,2006,Browder,Yes,,,6489,18170,24659,,34,,28513.3750307991,860.300503745067
22,BL,BLD,DFA Regional HQ,1500 Camden Rd,Complete,NEWC,MIXU,0,0,0,0.05,105000000,2019,Dimensional Fund Advisors,Yes,,,253963,15578,269541,2019/04/23 00:00:00+00,680,,99171.3145650349,1444.56758084922
23,BLE,9,"First Ward Urban Village Apts, Phase I (1,400 car garage)",707 N Brevard St,Under Construction,NEWC,MTF,264,0,0,0.2,50000000,0,Levine Properties,Yes,,,0,0,0,,1336,,130216.003972737,1445.3424844921
24,BLE,University City Blvd,Zaxby's,7051 University City Blvd,Complete,NEWC,RET,0,0,0,0.4,570000,2014, ,Yes,,,0,3847,3847,,,,54834.7320308964,963.031098324153
25,GL,Phase 2 - Central,300 South Tryon,300 S Tryon St,Complete,NEWC,MIXU,0,0,217,0.2,330000000,2016,Spectrum,Yes,,,416000,22000,638000,,408,,67710.1847309465,1130.82286381714
26,BL,BLD,Charlotte Housing Authority,1301 South Bv,Complete,ADR,MTF,170,170,0,0.18,12000000,2013,Charlotte Housing Authority,Yes,,,0,0,0,,131,,22444.7547572306,653.333463963516
27,BL,SCB,QuickTrip,3400 South Blvd,Complete,NEWC,RET,0,0,0,0.3,0,2016, ,Yes,,,0,5800,5800,,,,96769.80351511,1402.85327384357
28,GL,Phase 2 - Eastern,1305 Central,1305 Central Av,Complete,NEWC,MTF,246,0,0,0.2,55000000,2017,TriBridge,Yes,,,0,0,0,,420,,168695.952761713,1845.1864165896
29,South,Scaleybark,Scaleybark Townhomes,200 Hollis Rd,Proposed,Townhome,,146,,,,0,0, ,Yes,,,0,0,0,,,,495618.500845944,3287.53545399715
30,BL,CAR,Flores and Associates Office Bldg Ph2,1202 S Church St,Complete,NEWC,OFF,0,0,0,0.35,1500000,2014, ,Yes,,,6573,0,6573,,49,,7977.5590747423,378.504797269131
31,BL,CAR,Loft 135,135 W Morehead,Complete,NEWC,MTF,298,0,0,0.26,32400000,2016,NRP Group,Yes,,,0,0,0,,399,,106291.317716356,1412.96574950334
32,BLE,JWC,Walden Station,324 Walden Station Dr,Complete,NEWC,MTF,96,0,0,0.4,9578000,2012, ,Yes,,,0,0,0,,,,254961.780170465,2598.76997451857
33,BL,CAR,Royal Court,701 Royal Ct,Complete,NEWC,MTF,107,0,0,0.5,26600000,2009, ,Yes,,,0,0,,,,,35431.6406991845,768.687000097339
34,BL,NBN,Lennar Multi-Family,2820 South Bv,Complete,NEWC,MIXU,432,0,0,0.02,87000000,2018,Lennar,Yes,,,0,27387,0,,804,,203248.69065537,1869.90745662798
35,BL,EAWT,Camden Office Building,1710 Camden Rd,Complete,ADR,RET,0,0,0,0.1,0,2020,Camden Living,Yes,,,5435,0,5435,,,,6639.91062360358,364.91689118229
36,BL,EAWT,1927 South Tryon,1927 S Tryon St,Complete,NEWC,OFF,0,0,0,0.38,13800000,2008,Merrifield Partners,Yes,,,71500,0,71500,,,,73397.4890862959,1082.51607151449
37,BL,BLD,South End Showplace,1514 S Church St,Complete,NEWC,MIXU,0,0,0,0.23,1800000,2006,Boulevard,Yes,,,11222,0,11222,,,,21419.6049297253,596.80628083861
38,BL,CAR,1225 South Church,1303 S Church St,Complete,NEWC,MIXU,196,0,0,0.34,22700000,2010,Ryan Homes,Yes,,,0,3200,0,,488,,106833.984515826,1364.67453513328
39,BL,CAR,1225 South Church - Phase 2,1303 S Church St,Complete,NEWC,MTF,210,0,0,0.27,22700000,2013,Ryan Homes,Yes,,,0,0,0,,,,106365.227203809,1394.50516703884
40,GL,Phase 1,Embassy Suites,401 E Martin Luther King Jr Bv,Complete,NEWC,HOS,0,0,250,0.24,54000000,2017, ,Yes,,,0,0,0,,125,,49130.6899039948,977.948768434336
41,BL,BLD,The Wedge,1515 Camden Rd,Complete,ADR,RET,0,0,0,0,,2020,Asana Partners,Yes,,,0,12052,12052,2020/02/14 00:00:00+00,23,,33513.5765786572,1000.96822721087
42,BL,EAWT,Tremont Place Condos,2000 Euclid Av,Complete,NEWC,TWHM,12,0,0,0.41,3000000,2006, ,Yes,,,0,0,0,,,,23472.8619063802,613.121542703888
43,GL,CTC,Hyatt Place / Skye Condos,222 S Caldwell St,Complete,NEWC,MIXU,69,0,172,0.2,49700000,2013,Small Brothers,Yes,,,0,0,0,,187,,35600.2650841017,869.531663916279
44,BL,CAR,Midnight Diner,1117 S Tryon,Complete,NEWC,RET,0,0,0,0.1,780000,2010, ,Yes,,,0,2964,0,,9,,12577.3011233318,569.09732350249
45,BL,EAWT,2100 S Tryon,2100 S Tryon St.,Complete,NEWC,MIXU,0,0,0,0.5,20000000,2022,Vision Ventures,Yes,,,80330,2000,82330,,212,,126292.100872144,1878.69517014173
46,BL,EAWT,Atherton Mill Redevelopment,2000 South Bv,Complete,NEWC,MIXU,353,0,0,0.28,100000000,2018,Crescent Communities,Yes,,,0,60198,60198,,25,,194399.845389202,2167.69745322407
47,BL,NBN,Dunavant Place,2418 Dunavant St,Complete,NEWC,TWHM,20,0,0,0.48,4000000,2020,Revolve Residential,Yes,,,0,0,0,,34,,24220.5026877988,662.52919971756
48,BL,EAWT,The Tremont,301 E Tremont Av,Complete,NEWC,MTF,50,0,0,0.3,10200000,2008,Merrifield Partners,Yes,,,0,0,0,,,,32452.8836072818,797.421472665532
49,BL,EAWT,Chipotle,2109 South Blvd,Complete,NEWC,RET,0,0,0,0.35,1300000,2007, ,Yes,,,0,1815,0,,,,20428.4744636204,583.951290970267
50,BL,BKV,Fountains Uptown,901 E Stonewall St,Complete,NEWC,MTF,230,0,0,0.5,23383937,2016,Profitt Dixon,Yes,,,0,0,0,2016/08/02 00:00:00+00,294,,95905.2079861604,1620.80741607251
51,BL,ARWW,Hadley Townhomes,9300 Ainslie Downs St,Complete,NEWC,TWHM,239,0,0,0.29,70000000,0, ,Yes,,,0,0,0,,401,,1211977.86560296,5889.01012505721
52,BL,NBN,Woodfield Silos - Phase 2,137 Remount Rd,Complete,NEWC,MTF,107,0,0,0.24,15000000,2016,Woodfield,Yes,,,0,0,0,,155,,119183.06957398,1590.92906449386
53,BLE,36,Yards @ NODA,401 E 33rd St,Complete,NEWC,MTF,342,0,0,0.45,37000000,2015,Gvest Partners,Yes,,,0,0,0,,496,,454540.28052718,3446.10919283572
54,BL,EAWT,Lofts Dilworth,2068 Euclid Av,Complete,NEWC,MTF,30,0,0,0.44,4900000,2007,Blue Sky,Yes,,,0,0,0,,,,20172.4238737452,580.070341475134
55,BLE,9,Alpha Mill Phase II,915 N Caldwell St,Complete,NEWC,MTF,100,0,0,0.32,20000000,2014,Northwood Ravin,Yes,,,0,0,0,,100,,87231.5243457325,1160.95614338538
56,BL,BLD,Park and Kingston Apartments,121 W Park Ave,Complete,NEWC,MTF,153,0,0,0.18,26000000,2014,Park Kingston Investors,Yes,,,0,0,0,,153,,76930.1565928044,1540.39390509944
57,BLE,SUG,Trailhead,601 E. Sugar Creek Rd,Proposed,RENOA,MIXU,0,0,0,0.2,,,Flywheel Group,Yes,,,62000,33200,95200,,123,,177232.265662053,1712.07766051135
58,BL,CAR,Camden Grandview,921 Camden Grandview Rd,Complete,NEWC,TWHM,28,0,0,0.28,0,2018,Camden Living,Yes,,,0,0,0,,12,,89052.4446936224,1448.70755371536
59,GL,Phase 2 - Eastern,7th Street @ Caswell,1940 E 7th St,Complete,NEWC,MIXU,0,0,0,0.3,41000000,2021, Faison,Yes,,,80000,23000,103000,,359,,72347.332906175,1161.68343663053
60,BL,NBN,Woodfield Silos,121 Lancaster St,Complete,NEWC,MTF,277,0,0,0.23,30000000,2013,"WF Silos, LLC",Yes,,,0,0,0,,361,,381960.233323278,2544.80708455339
61,BL,NBN,2322 Dunavant St Renovation,2322 Dunavant St,Complete,ADR,MIXU,0,0,0,0.5,0,0,Argos Advisors,Yes,,,8000,8000,8000,,21,,35632.6078229508,766.461981339457
62,BL,SCB,Scaleybark Station TOD,3800 South Bv,Under Construction,NEWC,TWHM,58,0,0,0.2,11000000,2020,Pappas,Yes,,,0,0,0,,,,181514.066373375,1755.29078298641
63,BL,EAWT,Helix Southend,2000 Hawkins St,Complete,NEWC,TWHM,29,0,0,0.21,4477171,2017, ,Yes,,,0,0,0,,47,,49573.1143156095,1006.11409180122
64,BLE,36,The Exchange,2710 Chick Godley Rd,Under Construction,NEWC,MTF,251,,,0.4,56475000,0,Brand Properties,Yes,,,0,0,0,,,,701686.721781972,3989.63356890214
65,GL,Phase 2 - Central,Grand Bohemian Hotel,201 W Trade St,Complete,NEWC,HOS,0,0,254,0.14,,2018, ,Yes,,,0,0,0,,,,25655.5545138821,646.712479759398
66,BLE,36,Studio 6,2724 N Davidson St,Complete,NEWC,RES,6,,,0.5,1000000,2013, ,Yes,,,0,0,0,,,,15425.4321489334,499.322349401581
67,BLE,36,Stonehenge NoDa,308 E Craighead Street,Complete,NEWC,MTF,300,0,0,0.5,64500000,2019,Philamon NODA Partners,Yes,,,0,0,0,,402,,431286.36249726,3125.74387166664
68,BL,NBN,Southpoint at South End,2821 Youngblood St,Complete,NEWC,TWHM,53,0,0,0.3,4626346,2017,Hopper Communities,Yes,,,0,0,0,,106,,139863.724959787,2003.37497506528
69,BL,NBN,Colonial Reserve at South End,2800 South Bv,Complete,NEWC,MTF,300,0,0,0.14,60000000,2013,Colonial,Yes,,,0,0,0,,,,185903.583113488,1843.9738300981
70,BL,EAWT,Pins Mechanical,307 W Tremont Ave,Complete,ADR,MIXU,0,0,0,0.4,,2021,Asana Partners,Yes,,,26463,19146,45109,,90,,146500.965859635,1547.20500417489
71,BL,SCB,3441 South Blvd,3441 South Blvd.,Under Construction,NEWC,MIXU,310,0,0,0.2,69750000,,KA LOSO HOLDINGS LLC,Yes,,,0,9000,9000,,,,113317.519618685,1556.40142623966
72,BL,BLD,Park and Kingston Apartments Phase 2,127 W Park Av,Complete,NEWC,MTF,15,0,0,0.2,2700000,2014,MPV Real Estate,Yes,,,0,0,0,2016/08/02 00:00:00+00,15,,7628.96062579823,371.638135421505
73,GL,Phase 2 - Eastern,Midwood Square,1804 Sunnyside Av,Complete,NEWC,TWHM,35,0,0,,6500000,2017,Pulte,Yes,,,0,0,0,,68,,126763.503856055,1835.27023782695
74,BL,EAWT,Kingston Hotel,Tryon St,Complete,NEWC,MIXU,0,0,123,0.19,0,2018, ,Yes,,,0,5600,0,,,,38276.3684564398,847.138998698666
75,BL,BLD,Kee Court Townhomes,1508 Kee Ct,Complete,NEWC,TWHM,36,0,0,0.18,0,2019,Cousins,Yes,,,0,0,0,2019/04/16 00:00:00+00,58,,74079.8977020732,1193.10187185584
76,BLE,SUG,Galleries @ NODA,3630 N Davidson St,Under Construction,NEWC,MTF,39,,,,10000000,0, ,Yes,,,0,1100,0,,54,,32895.7089809209,798.898563735991
77,BL,NBN,Junction 1504,2235 Hawkins St,Complete,NEWC,MTF,281,0,0,0.44,32000000,2013,"Cherokee Southline, LLC",Yes,,,0,0,0,,,,502633.322381593,3999.33756149188
78,BLE,36,Crescent @ NODA,400 E 36th St,Complete,NEWC,MIXU,345,0,0,0.01,69000000,2017,Crescent Communities,Yes,,,0,7616,7616,2017/03/28 00:00:00+00,451,,263506.004188892,2653.81157200846
79,GL,Phase 2 - Central,The Mint,427 W Trade St,Complete,NEWC,MIXU,177,0,0,0.1,36000000,2016,Spectrum,Yes,,,0,2300,2300,,231,,62888.9329931793,1164.9317627063
80,BL,EAWT,Tremont Multi-Family,337 W Tremont Av,Complete,NEWC,MIXU,351,0,0,0.42,70000000,2018, ,Yes,,,0,2500,0,,461,,187304.517946718,1776.04652335351
81,BL,NBN,Fountains Southend,100 New Bern St,Complete,NEWC,MTF,208,0,0,0.05,26200000,2013,Proffitt Dixon,Yes,,,0,0,0,,,,182355.825155018,1788.95743667445
82,BL,BLD,Church Street Condos,1530 S Church St,Complete,NEWC,TWHM,24,,0,0.25,5200000,2008,Boulevard,Yes,,,0,0,0,,,,59452.69813101,1097.14461901297
83,GL,Phase 2 - Eastern,The Gibson,1000 Central Av,Complete,NEWC,MTF,250,0,0,,27780390,2017, ,Yes,,,0,0,0,,343,,106157.546168797,1436.6038188124
84,BL,NBN,3030 South,3030 South Bv,Complete,NEWC,TWHM,97,0,0,0.1,16800000,2006,Heath Partners,Yes,,,0,0,0,,208,,165485.529663727,1723.06233007527
85,BL,BLD,Rail Yard,1408 S TRYON ST,Complete,NEWC,MIXU,84,0,0,0.1,0,2020,Beacon Partners,Yes,,,292933,45620,338553,2020/02/14 00:00:00+00,900,,153205.235226057,1581.50013521656
86,BL,EAWT,2173 Hawkins St Renovation,2173 Hawkins St,Complete,ADR,MIXU,0,0,0,0.36,0,2015,Argos Advisors,Yes,,,17000,4000,17000,,64,,74346.9414185975,1249.18349263893
87,BLE,TMH,Blu Apartments,6801 N Tryon St,Complete,NEWC,MTF,376,0,0,0.3,5090638,2017,"Carolina States Regional Center, LLC",Yes,,,0,0,0,,,,670275.513416422,3641.48850719007
88,GL,Phase 2 - Central,Gateway Village Apartments,1000 W Trade St,Complete,NEWC,MTF,300,0,0,0.05,60000,2016,Dominion Realty Partners,Yes,,,0,0,0,,,,147411.005940477,1540.71594974768
89,BL,BLD,Summit Av Office Bldg,230 W Summit Av,Complete,NEWC,OFF,0,0,0,0.3,0,2019,Stiles,Yes,,,63894,0,63894,2019/04/16 00:00:00+00,189,,35269.7949074219,782.228672337706
90,BL,NBN,Solis Southline,2508 South Blvd,Complete,NEWC,MIXU,300,0,0,0.27,0,0,Terwilliger Pappas,Yes,,,10667,4106,14773,,411,,155375.611829441,1563.65790632247
91,BLE,25,2100 N. Davidson,2100 N. Davidson St,Complete,ADR,MIXU,0,0,0,0.25,0,0,Lat Purser & Associates,Yes,,,0,21000,21000,,44,,49841.3879897642,897.748227246133
92,BL,NBN,Lidl Grocery,3229 South Bv,Under Construction,NEWC,RET,0,0,0,0.35,0,0, ,Yes,,,0,36170,36170,,,,163360.671635135,1914.99572485617
93,GL,Phase 1,Metropolitan Apts / Hotel,1200 Metropolitan Av,Proposed,NEWC,MIXU,155,,,,0,0, ,Yes,,,0,0,0,,490,,56630.3423148267,959.611111971124
94,BL,EAWT,The Cottages on Euclid,2028 Euclid Av,Complete,NEWC,TWHM,18,0,0,0.42,0,2014, ,Yes,,,0,0,0,,,,43128.9694080779,867.874819500141
95,BL,NBN,Chick-Fil-A,3013 South Bv,Complete,NEWC,RET,0,0,0,0.18,1800000,2008, ,Yes,,,0,4561,0,,,,53151.9028972819,939.197915883816
96,BL,CAR,Flores and Associates Office Bldg,1218 S Church,Complete,NEWC,OFF,0,0,0,0.35,4700000,2010, ,Yes,,,35911,0,35911,,26,,40404.5062097443,894.562721651188
97,BL,WDL,4651 South Boulevard,4651 South Bv,Complete,NEWC,RET,0,0,0,0.4,1400000,2008, ,Yes,,,0,4945,0,,,,28575.401157665,706.823528012738
98,BL,EAWT,The Worthington,216 E Worthington Av,Proposed,NEWC,HOS,0,0,135,0.3,0,0,Omshera Hotels,Yes,,,0,0,0,,128,,50584.3515560251,906.0206207225
99,BL,BKV,Montage,650 E. Stonewall St.,Complete,NEWC,MIXU,302,0,0,0.28,61000000,2019,Profitt Dixon,Yes,,,0,18000,18000,2019/01/31 00:00:00+00,450,,109537.105623535,1355.88906025679
100,BL,CAR,Central Living at Carson,1125 S Tryon,Complete,NEWC,TWHM,11,0,0,0.1,3000000,2017,David Weekly Homes,Yes,,,0,0,0,,9,,26116.1632764336,874.899706730528
101,BL,BLD,Alliance Morehead,1000 S Tryon St,Complete,NEWC,MIXU,250,0,0,0.2,0,2018,Trinity Capital,Yes,,,0,6050,0,,,,82250.1582625211,1270.26382072604
102,BL,NBN,Bainbridge Southend,2700 South Bv,Complete,NEWC,MIXU,200,0,0,0.23,45000000,2018,Bainbridge,Yes,,,15000,0,15000,,219,,58302.5404382571,1002.9772317358
103,BL,BLD,Charlotte Trolley Museum,1507 Camden Rd,Complete,NEWC,PUB,0,0,0,0.02,700000,2006,CTI/City,Yes,,,5952,0,5952,,,,11343.3212478972,496.329908127942
104,BL,EAWT,Camden Square Village West,1910 Abbott St,Complete,NEWC,OFF,0,0,0,0.3,10300000,2005,MECA,Yes,,,56747,0,0,,,,113343.815917632,1470.61934052719
105,Streetcar,Phase 1,233 S Kings Retail,233 S Kings Dr,Complete,NEWC,RET,0,0,0,0.3,,2011, ,Yes,,,0,8500,8500,,,,51121.2686353745,886.420325709422
106,BL,EAWT,Wilmore Walk,430 W Worthington Av,Complete,NEWC,TWHM,46,0,0,0.39,6800000,2005,Boulevard Company,Yes,,,0,0,0,,,,147875.854263483,1571.96360929237
107,BLE,25,Lofts at 25th and Brevard,2400 N Brevard St,Complete,NEWC,MTF,260,0,0,0.05,0,2018,Wood Partners,Yes,,,0,0,0,,,,148005.396520285,1684.61353396993
108,BLE,36,Highland Park Townhomes,3017 N. Davidson Street,Complete,NEWC,TWHM,18,0,0,0.36,3600000,2020,Saussy Burbank,Yes,,,0,0,0,,66,,35679.0142681516,1039.91012689492
109,BL,BLD,Wooden Robot Brewery,1440 S Tryon St,Complete,ADR,RET,0,0,0,0.12,1000000,2016,Browder Investments,Yes,,,0,5330,0,,,,8475.9926182569,372.253006146321
110,BLE,JWC,Mallard Pointe Retail,9335 N Tryon St,Complete,NEWC,RET,0,0,0,0.18,1432300,2012, ,Yes,,,0,8032,8032,,,,36962.3542198781,771.353752487502
111,BL,EAWT,1815 S Tryon,1815 S Tryon St,Complete,NEWC,OFF,0,0,0,0.27,1500000,2005, ,Yes,,,11223,0,11223,,,,24384.127540439,641.789503272344
112,BL,BLD,Catherine St Apts,101 W Catherine St,Complete,NEWC,MTF,36,0,0,0.27,5000000,2014, ,Yes,,,0,0,0,,32,,14808.4902445974,497.12431676075
113,BLE,36,NoDa Brewery,2921 N Tryon St,Complete,ADR,RET,0,,,0.5,0,2015,NoDa Brewing,Yes,,,0,32413,0,,,,167406.285483468,1646.87603114375
114,BL,EAWT,Publix Southend,2222 South Blvd,Complete,NEWC,RET,0,0,0,0.42,20200000,2015,"South End Partners, LLC",Yes,,,0,68018,194776,,273,,157795.603452632,1702.40851977859
115,BLE,36,Mecklenburg Mills,407 E 36th St,Under Construction,RENOA,MIXU,235,15,0,0.1,57000000,,The Community Builders,Yes,,,3985,2883,6818,,293,,213476.09559008,2805.34772298529
116,BLE,PKW,Optimist Hall,340 E 16th St,Complete,ADR,MIXU,0,0,0,0.3,40000000,2019,Whitepoint Partners,Yes,Testing Notes,,0,0,0,,195,,451400.474080466,3855.37028332316
117,BL,EAWT,224 West Tremont Ave,224 W Tremont Av,Complete,ADR,,0,0,0,0.27,0,2021,Boulevard,Yes,,,22100,0,22100,,27,,32176.4883431133,730.288444156771
118,BLE,PKW,Optimist Hall Phase 2,340 E. 16th St,Complete,ADD,PKD,0,0,0,0.3,2000000,2019,Whitepoint Partners,Yes,,,0,0,0,,,,135363.83063346,2408.20655199093
119,Northeast,UNC Charlotte,N Tryon Future Office (land only - 24 acres),9900 N Tryon St,Proposed,Office,,0,,,,3500000,0,Lincoln Harris,Yes,,,0,0,0,,,,1046633.78217325,4775.46051450316
120,BL,NBN,Ideal Way Townhomes,301 Ideal Way,Complete,NEWC,TWHM,21,0,0,0.48,1985713,2017,"Weekly Homes, LP",Yes,,,0,0,0,,,,45004.149528106,870.564844469206
121,BL,TYV,Panda Express,101 Seneca Pl,Complete,NEWC,RET,0,0,0,0.4,700000,2007, ,Yes,,,0,2213,0,,,,21672.4769327233,588.608295250205
122,BL,CAR,500 East Morehead Office,500 E Morehead St,Complete,NEWC,MIXU,0,0,0,0.28,268323000,2017,Beacon Partners,Yes,,,170800,17479,0,,645,,104152.175725454,1525.44573623282
123,BL,EAWT,Dilworth Terrace,315 E Tremont Av,Complete,NEWC,MTF,12,0,0,0.32,2216800,2014,New Carolina Income Properties,Yes,,,0,0,0,,,,14834.3057325688,499.195838974229
124,BLE,36,Highland Mill Townhomes,2801 N. Brevard Street,Complete,NEWC,TWHM,15,0,0,0.4,3000000,2018,Saussy Burbank,Yes,,,0,0,0,,,,26161.7405539142,785.78166887086
125,BL,EAWT,Camden Southline,2300 South Blvd,Complete,NEWC,MTF,266,0,0,0.5,35000000,2015,"Camden Development, Inc.",Yes,,,0,0,0,,418,,149777.352479935,1632.20504315895
126,BL,EAWT,Lowes,217 Iverson Wy,Complete,NEWC,RET,0,0,0,0.49,18900000,2008,Lowes Home Improvement,Yes,,,0,148524,148524,,,,363307.261182668,2598.80908912675
127,BL,ARWW,6801 South Boulevard,6801 South Bv,Complete,NEWC,RET,0,0,0,0.4,3500000,2008, ,Yes,,,0,20520,20520,,,,115873.447824136,1471.96534212091
128,BL,BKV,Novel Stonewall Station,400 E. Stonewall St,Complete,NEWC,MIXU,421,0,0,0.2,0,2020,Northwood Ravin,Yes,,,11000,6630,11000,2020/02/12 00:00:00+00,585,,163893.181932399,1678.68920774304
129,BL,CAR,1100 Euclid Av,1100 Euclid Av,Complete,NEWC,MTF,234,0,0,0.28,20000000,2017,Marsh Realty Co,Yes,,,0,0,,,240,,130787.53428016,1457.67106507266
130,BL,CAR,Duke Endowment,800 E Morehead St,Complete,NEWC,OFF,0,0,0,0.52,22000000,2014, ,Yes,,,46075,0,126345,,158,,76932.6892606141,1199.30167463152
131,BL,NBN,Mac's Speedshop Addition,2511 South Bv,Complete,ADD,RET,0,0,0,0.4,0,2016,HJF,Yes,,,0,1200,1200,,,,6357.31289194774,326.231385108114
132,BL,EAWT,217 E Tremont,217 E Tremont Av,Complete,NEWC,OFF,0,0,0,0.24,1600000,2009,Catelus,Yes,,,5040,0,5040,,,,7607.12344280602,398.650940959565
133,GL,CTC,Epicenter Hotel,210 E Trade St,Complete,NEWC,HOS,0,0,292,0.1,0,2019,McKibbon Hotel Group,Yes,,,0,0,0,,1042,,18554.4381999174,579.357295295746
134,BL,EAWT,Design Center of the Carolinas redevelopment,1930 Camden Rd,Complete,ADR,RET,0,0,0,0.09,,2020,Asana Partners,Yes,,,0,100000,100000,,,,173596.802347574,1722.86042605182
135,BL,BLD,Mosaic South End,1321 S Tryon St,Complete,NEWC,MTF,269,0,0,0.14,40000000,2010,Dinerstein,Yes,,,0,0,0,,348,,126807.916024761,1783.89109078627
136,BLE,25,Chadborne Mills Office,500 Charles Ave,Complete,ADR,OFF,0,0,0,0.25,15000000,2021,White Point Partners,Yes,40000 sf commercial,,42507,0,42507,,121,,110286.429575003,1348.9477939986
137,BL,CAR,700 East Morehead,700 E Morehead St,Complete,NEWC,OFF,0,0,0,0.5,7500000,2009, ,Yes,,,38688,0,81882,,118,,20672.1325573536,608.276341757038
138,BL,BLD,Southend Towns,1503 Camden Rd,Complete,NEWC,TWHM,9,0,0,0.02,1800000,2010,Boulevard,Yes,,,0,0,0,,9,,10206.2962950385,474.340322578418
139,BL,BLD,Post South End,1424 South Bv,Complete,NEWC,MIXU,360,0,0,0.01,74000000,2009,Cresent Resources,Yes,,,0,8217,0,,738,,217781.687505801,1980.65107523881
140,Streetcar,Phase 1,Midtown 205,201 S Kings Dr,Complete,NEWC,MIXU,261,0,0,0.25,45000000,2016, ,Yes,,,0,8642,8642,,374,,110418.779711198,1811.77839470264
141,BL,EAWT,Dilworth Court Townhomes,1920 Euclid Av,Complete,NEWC,TWHM,12,0,0,0.35,42912000,2016,New Carolina Income Properties,Yes,,,0,0,0,,26,,32531.2054696186,801.4322038794
